frame_idx,theta,threshold_name,mode,fired_pixels,event_rate,event_rate_eff,e_per_event_nJ,power_static_mW,power_dyn_valid_mW,power_dyn_fp_mW,power_dyn_fn_mW,power_total_mW
103,0.2,med_threshold,clean,10440,313200,313200,0.1678,345.458,0.05,0.005,0.003,345.513
103,0.2,med_threshold,noisy,86016,2580480,2580480,0.1678,345.458,0.411,0.043,0.022,345.912
104,0.2,med_threshold,clean,10940,328200,328200,0.1678,345.458,0.052,0.006,0.003,345.516
104,0.2,med_threshold,noisy,86526,2595780,2595780,0.1678,345.458,0.414,0.044,0.022,345.915
105,0.2,med_threshold,clean,10224,306720,306720,0.1678,345.458,0.049,0.005,0.003,345.512
105,0.2,med_threshold,noisy,85990,2579700,2579700,0.1678,345.458,0.411,0.043,0.022,345.912
106,0.2,med_threshold,clean,10377,311310,311310,0.1678,345.458,0.05,0.005,0.003,345.513
106,0.2,med_threshold,noisy,85929,2577870,2577870,0.1678,345.458,0.411,0.043,0.022,345.912
107,0.2,med_threshold,clean,12778,383340,383340,0.1678,345.458,0.061,0.006,0.003,345.525
107,0.2,med_threshold,noisy,88218,2646540,2646540,0.1678,345.458,0.422,0.044,0.022,345.924
108,0.2,med_threshold,clean,10931,327930,327930,0.1678,345.458,0.052,0.006,0.003,345.515
108,0.2,med_threshold,noisy,86122,2583660,2583660,0.1678,345.458,0.412,0.043,0.022,345.913
109,0.2,med_threshold,clean,10446,313380,313380,0.1678,345.458,0.05,0.005,0.003,345.513
109,0.2,med_threshold,noisy,86025,2580750,2580750,0.1678,345.458,0.411,0.043,0.022,345.912
110,0.2,med_threshold,clean,10755,322650,322650,0.1678,345.458,0.051,0.005,0.003,345.515
110,0.2,med_threshold,noisy,85917,2577510,2577510,0.1678,345.458,0.411,0.043,0.022,345.912
111,0.2,med_threshold,clean,14351,430530,430530,0.1678,345.458,0.069,0.007,0.004,345.534
111,0.2,med_threshold,noisy,90012,2700360,2700360,0.1678,345.458,0.431,0.045,0.023,345.934
112,0.2,med_threshold,clean,12176,365280,365280,0.1678,345.458,0.058,0.006,0.003,345.522
112,0.2,med_threshold,noisy,87465,2623950,2623950,0.1678,345.458,0.418,0.044,0.022,345.92
113,0.2,med_threshold,clean,12456,373680,373680,0.1678,345.458,0.06,0.006,0.003,345.524
113,0.2,med_threshold,noisy,87925,2637750,2637750,0.1678,345.458,0.421,0.044,0.022,345.923
114,0.2,med_threshold,clean,14833,444990,444990,0.1678,345.458,0.071,0.007,0.004,345.536
114,0.2,med_threshold,noisy,90022,2700660,2700660,0.1678,345.458,0.431,0.045,0.023,345.934
115,0.2,med_threshold,clean,14185,425550,425550,0.1678,345.458,0.068,0.007,0.004,345.533
115,0.2,med_threshold,noisy,89633,2688990,2688990,0.1678,345.458,0.429,0.045,0.023,345.932
116,0.2,med_threshold,clean,12516,375480,375480,0.1678,345.458,0.06,0.006,0.003,345.524
116,0.2,med_threshold,noisy,88392,2651760,2651760,0.1678,345.458,0.423,0.045,0.022,345.925
117,0.2,med_threshold,clean,12109,363270,363270,0.1678,345.458,0.058,0.006,0.003,345.522
117,0.2,med_threshold,noisy,87075,2612250,2612250,0.1678,345.458,0.417,0.044,0.022,345.918
118,0.2,med_threshold,clean,16689,500670,500670,0.1678,345.458,0.08,0.008,0.004,345.546
118,0.2,med_threshold,noisy,91726,2751780,2751780,0.1678,345.458,0.439,0.046,0.023,345.943
119,0.2,med_threshold,clean,12164,364920,364920,0.1678,345.458,0.058,0.006,0.003,345.522
119,0.2,med_threshold,noisy,87967,2639010,2639010,0.1678,345.458,0.421,0.044,0.022,345.923
120,0.2,med_threshold,clean,11954,358620,358620,0.1678,345.458,0.057,0.006,0.003,345.521
120,0.2,med_threshold,noisy,87041,2611230,2611230,0.1678,345.458,0.416,0.044,0.022,345.918
121,0.2,med_threshold,clean,14643,439290,439290,0.1678,345.458,0.07,0.007,0.004,345.535
121,0.2,med_threshold,noisy,89984,2699520,2699520,0.1678,345.458,0.43,0.045,0.023,345.933
122,0.2,med_threshold,clean,12185,365550,365550,0.1678,345.458,0.058,0.006,0.003,345.522
122,0.2,med_threshold,noisy,87243,2617290,2617290,0.1678,345.458,0.417,0.044,0.022,345.919
123,0.2,med_threshold,clean,12224,366720,366720,0.1678,345.458,0.058,0.006,0.003,345.522
123,0.2,med_threshold,noisy,87582,2627460,2627460,0.1678,345.458,0.419,0.044,0.022,345.921
124,0.2,med_threshold,clean,11989,359670,359670,0.1678,345.458,0.057,0.006,0.003,345.521
124,0.2,med_threshold,noisy,87651,2629530,2629530,0.1678,345.458,0.419,0.044,0.022,345.921
125,0.2,med_threshold,clean,14130,423900,423900,0.1678,345.458,0.068,0.007,0.004,345.532
125,0.2,med_threshold,noisy,90259,2707770,2707770,0.1678,345.458,0.432,0.045,0.023,345.935
126,0.2,med_threshold,clean,12638,379140,379140,0.1678,345.458,0.06,0.006,0.003,345.524
126,0.2,med_threshold,noisy,87398,2621940,2621940,0.1678,345.458,0.418,0.044,0.022,345.92
127,0.2,med_threshold,clean,12690,380700,380700,0.1678,345.458,0.061,0.006,0.003,345.525
127,0.2,med_threshold,noisy,87955,2638650,2638650,0.1678,345.458,0.421,0.044,0.022,345.923
128,0.2,med_threshold,clean,12884,386520,386520,0.1678,345.458,0.062,0.006,0.003,345.526
128,0.2,med_threshold,noisy,88099,2642970,2642970,0.1678,345.458,0.421,0.044,0.022,345.923
129,0.2,med_threshold,clean,13144,394320,394320,0.1678,345.458,0.063,0.007,0.003,345.527
129,0.2,med_threshold,noisy,88117,2643510,2643510,0.1678,345.458,0.421,0.044,0.022,345.924
130,0.2,med_threshold,clean,13083,392490,392490,0.1678,345.458,0.063,0.007,0.003,345.527
130,0.2,med_threshold,noisy,88112,2643360,2643360,0.1678,345.458,0.421,0.044,0.022,345.924
131,0.2,med_threshold,clean,13496,404880,404880,0.1678,345.458,0.065,0.007,0.003,345.529
131,0.2,med_threshold,noisy,88594,2657820,2657820,0.1678,345.458,0.424,0.045,0.022,345.926
132,0.2,med_threshold,clean,13840,415200,415200,0.1678,345.458,0.066,0.007,0.003,345.531
132,0.2,med_threshold,noisy,89559,2686770,2686770,0.1678,345.458,0.428,0.045,0.023,345.931
133,0.2,med_threshold,clean,13827,414810,414810,0.1678,345.458,0.066,0.007,0.003,345.531
133,0.2,med_threshold,noisy,89936,2698080,2698080,0.1678,345.458,0.43,0.045,0.023,345.933
134,0.2,med_threshold,clean,12464,373920,373920,0.1678,345.458,0.06,0.006,0.003,345.524
134,0.2,med_threshold,noisy,87981,2639430,2639430,0.1678,345.458,0.421,0.044,0.022,345.923
135,0.2,med_threshold,clean,12840,385200,385200,0.1678,345.458,0.061,0.006,0.003,345.526
135,0.2,med_threshold,noisy,87557,2626710,2626710,0.1678,345.458,0.419,0.044,0.022,345.921
136,0.2,med_threshold,clean,15206,456180,456180,0.1678,345.458,0.073,0.008,0.004,345.538
136,0.2,med_threshold,noisy,90105,2703150,2703150,0.1678,345.458,0.431,0.045,0.023,345.934
137,0.2,med_threshold,clean,12167,365010,365010,0.1678,345.458,0.058,0.006,0.003,345.522
137,0.2,med_threshold,noisy,87361,2620830,2620830,0.1678,345.458,0.418,0.044,0.022,345.92
138,0.2,med_threshold,clean,12132,363960,363960,0.1678,345.458,0.058,0.006,0.003,345.522
138,0.2,med_threshold,noisy,87503,2625090,2625090,0.1678,345.458,0.419,0.044,0.022,345.92
139,0.2,med_threshold,clean,12820,384600,384600,0.1678,345.458,0.061,0.006,0.003,345.525
139,0.2,med_threshold,noisy,88183,2645490,2645490,0.1678,345.458,0.422,0.044,0.022,345.924
140,0.2,med_threshold,clean,13796,413880,413880,0.1678,345.458,0.066,0.007,0.003,345.531
140,0.2,med_threshold,noisy,88861,2665830,2665830,0.1678,345.458,0.425,0.045,0.022,345.927
141,0.2,med_threshold,clean,12656,379680,379680,0.1678,345.458,0.061,0.006,0.003,345.525
141,0.2,med_threshold,noisy,88184,2645520,2645520,0.1678,345.458,0.422,0.044,0.022,345.924
142,0.2,med_threshold,clean,13084,392520,392520,0.1678,345.458,0.063,0.007,0.003,345.527
142,0.2,med_threshold,noisy,87815,2634450,2634450,0.1678,345.458,0.42,0.044,0.022,345.922
143,0.2,med_threshold,clean,18613,558390,558390,0.1678,345.458,0.089,0.009,0.005,345.556
143,0.2,med_threshold,noisy,93792,2813760,2813760,0.1678,345.458,0.449,0.047,0.024,345.954
144,0.2,med_threshold,clean,13553,406590,406590,0.1678,345.458,0.065,0.007,0.003,345.529
144,0.2,med_threshold,noisy,88811,2664330,2664330,0.1678,345.458,0.425,0.045,0.022,345.927
145,0.2,med_threshold,clean,13643,409290,409290,0.1678,345.458,0.065,0.007,0.003,345.53
145,0.2,med_threshold,noisy,89263,2677890,2677890,0.1678,345.458,0.427,0.045,0.022,345.93
146,0.2,med_threshold,clean,15144,454320,454320,0.1678,345.458,0.072,0.008,0.004,345.538
146,0.2,med_threshold,noisy,90477,2714310,2714310,0.1678,345.458,0.433,0.046,0.023,345.936
147,0.2,med_threshold,clean,11968,359040,359040,0.1678,345.458,0.057,0.006,0.003,345.521
147,0.2,med_threshold,noisy,87539,2626170,2626170,0.1678,345.458,0.419,0.044,0.022,345.92
148,0.2,med_threshold,clean,11474,344220,344220,0.1678,345.458,0.055,0.006,0.003,345.518
148,0.2,med_threshold,noisy,87180,2615400,2615400,0.1678,345.458,0.417,0.044,0.022,345.919
149,0.2,med_threshold,clean,10488,314640,314640,0.1678,345.458,0.05,0.005,0.003,345.513
149,0.2,med_threshold,noisy,86498,2594940,2594940,0.1678,345.458,0.414,0.044,0.022,345.915
150,0.2,med_threshold,clean,14200,426000,426000,0.1678,345.458,0.068,0.007,0.004,345.533
150,0.2,med_threshold,noisy,89211,2676330,2676330,0.1678,345.458,0.427,0.045,0.022,345.929
151,0.2,med_threshold,clean,9957,298710,298710,0.1678,345.458,0.048,0.005,0.003,345.51
151,0.2,med_threshold,noisy,85377,2561310,2561310,0.1678,345.458,0.408,0.043,0.021,345.909
152,0.2,med_threshold,clean,10490,314700,314700,0.1678,345.458,0.05,0.005,0.003,345.513
152,0.2,med_threshold,noisy,85714,2571420,2571420,0.1678,345.458,0.41,0.043,0.022,345.911
153,0.2,med_threshold,clean,11109,333270,333270,0.1678,345.458,0.053,0.006,0.003,345.516
153,0.2,med_threshold,noisy,86303,2589090,2589090,0.1678,345.458,0.413,0.043,0.022,345.914
154,0.2,med_threshold,clean,10869,326070,326070,0.1678,345.458,0.052,0.005,0.003,345.515
154,0.2,med_threshold,noisy,85808,2574240,2574240,0.1678,345.458,0.41,0.043,0.022,345.911
155,0.2,med_threshold,clean,10290,308700,308700,0.1678,345.458,0.049,0.005,0.003,345.512
155,0.2,med_threshold,noisy,85770,2573100,2573100,0.1678,345.458,0.41,0.043,0.022,345.911
156,0.2,med_threshold,clean,10626,318780,318780,0.1678,345.458,0.051,0.005,0.003,345.514
156,0.2,med_threshold,noisy,86053,2581590,2581590,0.1678,345.458,0.412,0.043,0.022,345.913
157,0.2,med_threshold,clean,12329,369870,369870,0.1678,345.458,0.059,0.006,0.003,345.523
157,0.2,med_threshold,noisy,87971,2639130,2639130,0.1678,345.458,0.421,0.044,0.022,345.923
158,0.2,med_threshold,clean,12022,360660,360660,0.1678,345.458,0.058,0.006,0.003,345.521
158,0.2,med_threshold,noisy,87179,2615370,2615370,0.1678,345.458,0.417,0.044,0.022,345.919
159,0.2,med_threshold,clean,12632,378960,378960,0.1678,345.458,0.06,0.006,0.003,345.524
159,0.2,med_threshold,noisy,87848,2635440,2635440,0.1678,345.458,0.42,0.044,0.022,345.922
160,0.2,med_threshold,clean,12337,370110,370110,0.1678,345.458,0.059,0.006,0.003,345.523
160,0.2,med_threshold,noisy,87142,2614260,2614260,0.1678,345.458,0.417,0.044,0.022,345.918
161,0.2,med_threshold,clean,13595,407850,407850,0.1678,345.458,0.065,0.007,0.003,345.53
161,0.2,med_threshold,noisy,88833,2664990,2664990,0.1678,345.458,0.425,0.045,0.022,345.927
162,0.2,med_threshold,clean,12608,378240,378240,0.1678,345.458,0.06,0.006,0.003,345.524
162,0.2,med_threshold,noisy,87649,2629470,2629470,0.1678,345.458,0.419,0.044,0.022,345.921
163,0.2,med_threshold,clean,11494,344820,344820,0.1678,345.458,0.055,0.006,0.003,345.518
163,0.2,med_threshold,noisy,87437,2623110,2623110,0.1678,345.458,0.418,0.044,0.022,345.92
164,0.2,med_threshold,clean,10631,318930,318930,0.1678,345.458,0.051,0.005,0.003,345.514
164,0.2,med_threshold,noisy,86314,2589420,2589420,0.1678,345.458,0.413,0.043,0.022,345.914
165,0.2,med_threshold,clean,12666,379980,379980,0.1678,345.458,0.061,0.006,0.003,345.525
165,0.2,med_threshold,noisy,87966,2638980,2638980,0.1678,345.458,0.421,0.044,0.022,345.923
166,0.2,med_threshold,clean,10728,321840,321840,0.1678,345.458,0.051,0.005,0.003,345.514
166,0.2,med_threshold,noisy,85807,2574210,2574210,0.1678,345.458,0.41,0.043,0.022,345.911
167,0.2,med_threshold,clean,10589,317670,317670,0.1678,345.458,0.051,0.005,0.003,345.514
167,0.2,med_threshold,noisy,86576,2597280,2597280,0.1678,345.458,0.414,0.044,0.022,345.915
168,0.2,med_threshold,clean,13133,393990,393990,0.1678,345.458,0.063,0.007,0.003,345.527
168,0.2,med_threshold,noisy,89007,2670210,2670210,0.1678,345.458,0.426,0.045,0.022,345.928
169,0.2,med_threshold,clean,10076,302280,302280,0.1678,345.458,0.048,0.005,0.003,345.511
169,0.2,med_threshold,noisy,85355,2560650,2560650,0.1678,345.458,0.408,0.043,0.021,345.909
170,0.2,med_threshold,clean,10235,307050,307050,0.1678,345.458,0.049,0.005,0.003,345.512
170,0.2,med_threshold,noisy,85964,2578920,2578920,0.1678,345.458,0.411,0.043,0.022,345.912
171,0.2,med_threshold,clean,11997,359910,359910,0.1678,345.458,0.057,0.006,0.003,345.521
171,0.2,med_threshold,noisy,87568,2627040,2627040,0.1678,345.458,0.419,0.044,0.022,345.921
172,0.2,med_threshold,clean,16442,493260,493260,0.1678,345.458,0.079,0.008,0.004,345.545
172,0.2,med_threshold,noisy,91941,2758230,2758230,0.1678,345.458,0.44,0.046,0.023,345.944
173,0.2,med_threshold,clean,13049,391470,391470,0.1678,345.458,0.062,0.007,0.003,345.527
173,0.2,med_threshold,noisy,87935,2638050,2638050,0.1678,345.458,0.421,0.044,0.022,345.923
174,0.2,med_threshold,clean,13760,412800,412800,0.1678,345.458,0.066,0.007,0.003,345.53
174,0.2,med_threshold,noisy,88742,2662260,2662260,0.1678,345.458,0.424,0.045,0.022,345.927
175,0.2,med_threshold,clean,18193,545790,545790,0.1678,345.458,0.087,0.009,0.005,345.554
175,0.2,med_threshold,noisy,93595,2807850,2807850,0.1678,345.458,0.448,0.047,0.024,345.952
176,0.2,med_threshold,clean,13297,398910,398910,0.1678,345.458,0.064,0.007,0.003,345.528
176,0.2,med_threshold,noisy,88647,2659410,2659410,0.1678,345.458,0.424,0.045,0.022,345.926
177,0.2,med_threshold,clean,13334,400020,400020,0.1678,345.458,0.064,0.007,0.003,345.528
177,0.2,med_threshold,noisy,88322,2649660,2649660,0.1678,345.458,0.422,0.044,0.022,345.925
178,0.2,med_threshold,clean,14170,425100,425100,0.1678,345.458,0.068,0.007,0.004,345.533
178,0.2,med_threshold,noisy,89404,2682120,2682120,0.1678,345.458,0.428,0.045,0.023,345.93
179,0.2,med_threshold,clean,14624,438720,438720,0.1678,345.458,0.07,0.007,0.004,345.535
179,0.2,med_threshold,noisy,89979,2699370,2699370,0.1678,345.458,0.43,0.045,0.023,345.933
180,0.2,med_threshold,clean,13862,415860,415860,0.1678,345.458,0.066,0.007,0.003,345.531
180,0.2,med_threshold,noisy,88914,2667420,2667420,0.1678,345.458,0.425,0.045,0.022,345.928
181,0.2,med_threshold,clean,13419,402570,402570,0.1678,345.458,0.064,0.007,0.003,345.529
181,0.2,med_threshold,noisy,88344,2650320,2650320,0.1678,345.458,0.423,0.044,0.022,345.925
182,0.2,med_threshold,clean,15407,462210,462210,0.1678,345.458,0.074,0.008,0.004,345.539
182,0.2,med_threshold,noisy,90330,2709900,2709900,0.1678,345.458,0.432,0.045,0.023,345.935
183,0.2,med_threshold,clean,12704,381120,381120,0.1678,345.458,0.061,0.006,0.003,345.525
183,0.2,med_threshold,noisy,88156,2644680,2644680,0.1678,345.458,0.422,0.044,0.022,345.924
184,0.2,med_threshold,clean,12293,368790,368790,0.1678,345.458,0.059,0.006,0.003,345.523
184,0.2,med_threshold,noisy,87572,2627160,2627160,0.1678,345.458,0.419,0.044,0.022,345.921
185,0.2,med_threshold,clean,12013,360390,360390,0.1678,345.458,0.057,0.006,0.003,345.521
185,0.2,med_threshold,noisy,87791,2633730,2633730,0.1678,345.458,0.42,0.044,0.022,345.922
186,0.2,med_threshold,clean,12446,373380,373380,0.1678,345.458,0.06,0.006,0.003,345.523
186,0.2,med_threshold,noisy,88024,2640720,2640720,0.1678,345.458,0.421,0.044,0.022,345.923
187,0.2,med_threshold,clean,11354,340620,340620,0.1678,345.458,0.054,0.006,0.003,345.518
187,0.2,med_threshold,noisy,86579,2597370,2597370,0.1678,345.458,0.414,0.044,0.022,345.915
188,0.2,med_threshold,clean,12638,379140,379140,0.1678,345.458,0.06,0.006,0.003,345.524
188,0.2,med_threshold,noisy,87425,2622750,2622750,0.1678,345.458,0.418,0.044,0.022,345.92
189,0.2,med_threshold,clean,12932,387960,387960,0.1678,345.458,0.062,0.007,0.003,345.526
189,0.2,med_threshold,noisy,88124,2643720,2643720,0.1678,345.458,0.422,0.044,0.022,345.924
190,0.2,med_threshold,clean,14092,422760,422760,0.1678,345.458,0.067,0.007,0.004,345.532
190,0.2,med_threshold,noisy,89149,2674470,2674470,0.1678,345.458,0.426,0.045,0.022,345.929
191,0.2,med_threshold,clean,13837,415110,415110,0.1678,345.458,0.066,0.007,0.003,345.531
191,0.2,med_threshold,noisy,89219,2676570,2676570,0.1678,345.458,0.427,0.045,0.022,345.929
192,0.2,med_threshold,clean,14062,421860,421860,0.1678,345.458,0.067,0.007,0.004,345.532
192,0.2,med_threshold,noisy,89614,2688420,2688420,0.1678,345.458,0.429,0.045,0.023,345.931
193,0.2,med_threshold,clean,17228,516840,516840,0.1678,345.458,0.082,0.009,0.004,345.549
193,0.2,med_threshold,noisy,92394,2771820,2771820,0.1678,345.458,0.442,0.047,0.023,345.946
194,0.2,med_threshold,clean,14178,425340,425340,0.1678,345.458,0.068,0.007,0.004,345.533
194,0.2,med_threshold,noisy,89581,2687430,2687430,0.1678,345.458,0.428,0.045,0.023,345.931
195,0.2,med_threshold,clean,14481,434430,434430,0.1678,345.458,0.069,0.007,0.004,345.534
195,0.2,med_threshold,noisy,89833,2694990,2694990,0.1678,345.458,0.43,0.045,0.023,345.933
196,0.2,med_threshold,clean,13756,412680,412680,0.1678,345.458,0.066,0.007,0.003,345.53
196,0.2,med_threshold,noisy,89476,2684280,2684280,0.1678,345.458,0.428,0.045,0.023,345.931
197,0.2,med_threshold,clean,15307,459210,459210,0.1678,345.458,0.073,0.008,0.004,345.539
197,0.2,med_threshold,noisy,90507,2715210,2715210,0.1678,345.458,0.433,0.046,0.023,345.936
198,0.2,med_threshold,clean,12741,382230,382230,0.1678,345.458,0.061,0.006,0.003,345.525
198,0.2,med_threshold,noisy,87711,2631330,2631330,0.1678,345.458,0.42,0.044,0.022,345.921
199,0.2,med_threshold,clean,12734,382020,382020,0.1678,345.458,0.061,0.006,0.003,345.525
199,0.2,med_threshold,noisy,88451,2653530,2653530,0.1678,345.458,0.423,0.045,0.022,345.925
200,0.2,med_threshold,clean,16777,503310,503310,0.1678,345.458,0.08,0.008,0.004,345.546
200,0.2,med_threshold,noisy,92320,2769600,2769600,0.1678,345.458,0.442,0.046,0.023,345.946
201,0.2,med_threshold,clean,14226,426780,426780,0.1678,345.458,0.068,0.007,0.004,345.533
201,0.2,med_threshold,noisy,89631,2688930,2688930,0.1678,345.458,0.429,0.045,0.023,345.932
202,0.2,med_threshold,clean,14493,434790,434790,0.1678,345.458,0.069,0.007,0.004,345.534
202,0.2,med_threshold,noisy,89923,2697690,2697690,0.1678,345.458,0.43,0.045,0.023,345.933
203,0.2,med_threshold,clean,16549,496470,496470,0.1678,345.458,0.079,0.008,0.004,345.545
203,0.2,med_threshold,noisy,91203,2736090,2736090,0.1678,345.458,0.436,0.046,0.023,345.94
204,0.2,med_threshold,clean,20341,610230,610230,0.1678,345.458,0.097,0.01,0.005,345.565
204,0.2,med_threshold,noisy,95166,2854980,2854980,0.1678,345.458,0.455,0.048,0.024,345.961
205,0.2,med_threshold,clean,17718,531540,531540,0.1678,345.458,0.085,0.009,0.004,345.551
205,0.2,med_threshold,noisy,92750,2782500,2782500,0.1678,345.458,0.444,0.047,0.023,345.948
206,0.2,med_threshold,clean,17963,538890,538890,0.1678,345.458,0.086,0.009,0.005,345.553
206,0.2,med_threshold,noisy,93262,2797860,2797860,0.1678,345.458,0.446,0.047,0.023,345.951
207,0.2,med_threshold,clean,20195,605850,605850,0.1678,345.458,0.097,0.01,0.005,345.564
207,0.2,med_threshold,noisy,95600,2868000,2868000,0.1678,345.458,0.457,0.048,0.024,345.963
208,0.2,med_threshold,clean,17719,531570,531570,0.1678,345.458,0.085,0.009,0.004,345.551
208,0.2,med_threshold,noisy,92650,2779500,2779500,0.1678,345.458,0.443,0.047,0.023,345.948
209,0.2,med_threshold,clean,18100,543000,543000,0.1678,345.458,0.087,0.009,0.005,345.553
209,0.2,med_threshold,noisy,93429,2802870,2802870,0.1678,345.458,0.447,0.047,0.024,345.952
210,0.2,med_threshold,clean,18767,563010,563010,0.1678,345.458,0.09,0.009,0.005,345.557
210,0.2,med_threshold,noisy,94099,2822970,2822970,0.1678,345.458,0.45,0.047,0.024,345.955
211,0.2,med_threshold,clean,21199,635970,635970,0.1678,345.458,0.101,0.011,0.005,345.57
211,0.2,med_threshold,noisy,96478,2894340,2894340,0.1678,345.458,0.461,0.049,0.024,345.968
212,0.2,med_threshold,clean,17996,539880,539880,0.1678,345.458,0.086,0.009,0.005,345.553
212,0.2,med_threshold,noisy,93561,2806830,2806830,0.1678,345.458,0.448,0.047,0.024,345.952
213,0.2,med_threshold,clean,17761,532830,532830,0.1678,345.458,0.085,0.009,0.004,345.552
213,0.2,med_threshold,noisy,93222,2796660,2796660,0.1678,345.458,0.446,0.047,0.023,345.951
214,0.2,med_threshold,clean,19174,575220,575220,0.1678,345.458,0.092,0.01,0.005,345.559
214,0.2,med_threshold,noisy,94651,2839530,2839530,0.1678,345.458,0.453,0.048,0.024,345.958
215,0.2,med_threshold,clean,18646,559380,559380,0.1678,345.458,0.089,0.009,0.005,345.556
215,0.2,med_threshold,noisy,93471,2804130,2804130,0.1678,345.458,0.447,0.047,0.024,345.952
216,0.2,med_threshold,clean,17795,533850,533850,0.1678,345.458,0.085,0.009,0.004,345.552
216,0.2,med_threshold,noisy,92991,2789730,2789730,0.1678,345.458,0.445,0.047,0.023,345.949
217,0.2,med_threshold,clean,17903,537090,537090,0.1678,345.458,0.086,0.009,0.005,345.552
217,0.2,med_threshold,noisy,92469,2774070,2774070,0.1678,345.458,0.442,0.047,0.023,345.947
218,0.2,med_threshold,clean,32885,986550,986550,0.1678,345.458,0.157,0.017,0.008,345.632
218,0.2,med_threshold,noisy,107617,3228510,3228510,0.1678,345.458,0.515,0.054,0.027,346.027
219,0.2,med_threshold,clean,17342,520260,520260,0.1678,345.458,0.083,0.009,0.004,345.549
219,0.2,med_threshold,noisy,92636,2779080,2779080,0.1678,345.458,0.443,0.047,0.023,345.947
220,0.2,med_threshold,clean,17508,525240,525240,0.1678,345.458,0.084,0.009,0.004,345.55
220,0.2,med_threshold,noisy,92677,2780310,2780310,0.1678,345.458,0.443,0.047,0.023,345.948
221,0.2,med_threshold,clean,25671,770130,770130,0.1678,345.458,0.123,0.013,0.006,345.593
221,0.2,med_threshold,noisy,100561,3016830,3016830,0.1678,345.458,0.481,0.051,0.025,345.989
222,0.2,med_threshold,clean,22358,670740,670740,0.1678,345.458,0.107,0.011,0.006,345.576
222,0.2,med_threshold,noisy,97220,2916600,2916600,0.1678,345.458,0.465,0.049,0.024,345.972
223,0.2,med_threshold,clean,16332,489960,489960,0.1678,345.458,0.078,0.008,0.004,345.544
223,0.2,med_threshold,noisy,91308,2739240,2739240,0.1678,345.458,0.437,0.046,0.023,345.94
224,0.2,med_threshold,clean,16340,490200,490200,0.1678,345.458,0.078,0.008,0.004,345.544
224,0.2,med_threshold,noisy,91522,2745660,2745660,0.1678,345.458,0.438,0.046,0.023,345.942
225,0.2,med_threshold,clean,28492,854760,854760,0.1678,345.458,0.136,0.014,0.007,345.608
225,0.2,med_threshold,noisy,103463,3103890,3103890,0.1678,345.458,0.495,0.052,0.026,346.005
226,0.2,med_threshold,clean,20005,600150,600150,0.1678,345.458,0.096,0.01,0.005,345.563
226,0.2,med_threshold,noisy,95193,2855790,2855790,0.1678,345.458,0.455,0.048,0.024,345.961
227,0.2,med_threshold,clean,16718,501540,501540,0.1678,345.458,0.08,0.008,0.004,345.546
227,0.2,med_threshold,noisy,91701,2751030,2751030,0.1678,345.458,0.439,0.046,0.023,345.942
228,0.2,med_threshold,clean,18726,561780,561780,0.1678,345.458,0.09,0.009,0.005,345.557
228,0.2,med_threshold,noisy,94011,2820330,2820330,0.1678,345.458,0.45,0.047,0.024,345.955
229,0.2,med_threshold,clean,28747,862410,862410,0.1678,345.458,0.138,0.014,0.007,345.61
229,0.2,med_threshold,noisy,103663,3109890,3109890,0.1678,345.458,0.496,0.052,0.026,346.006
230,0.2,med_threshold,clean,15718,471540,471540,0.1678,345.458,0.075,0.008,0.004,345.541
230,0.2,med_threshold,noisy,90480,2714400,2714400,0.1678,345.458,0.433,0.046,0.023,345.936
231,0.2,med_threshold,clean,16377,491310,491310,0.1678,345.458,0.078,0.008,0.004,345.544
231,0.2,med_threshold,noisy,91264,2737920,2737920,0.1678,345.458,0.437,0.046,0.023,345.94
232,0.2,med_threshold,clean,19337,580110,580110,0.1678,345.458,0.092,0.01,0.005,345.56
232,0.2,med_threshold,noisy,94394,2831820,2831820,0.1678,345.458,0.452,0.048,0.024,345.957
233,0.2,med_threshold,clean,26328,789840,789840,0.1678,345.458,0.126,0.013,0.007,345.597
233,0.2,med_threshold,noisy,101233,3036990,3036990,0.1678,345.458,0.484,0.051,0.025,345.993
234,0.2,med_threshold,clean,14709,441270,441270,0.1678,345.458,0.07,0.007,0.004,345.535
234,0.2,med_threshold,noisy,89840,2695200,2695200,0.1678,345.458,0.43,0.045,0.023,345.933
235,0.2,med_threshold,clean,15984,479520,479520,0.1678,345.458,0.076,0.008,0.004,345.542
235,0.2,med_threshold,noisy,91677,2750310,2750310,0.1678,345.458,0.439,0.046,0.023,345.942
236,0.2,med_threshold,clean,30229,906870,906870,0.1678,345.458,0.145,0.015,0.008,345.617
236,0.2,med_threshold,noisy,104694,3140820,3140820,0.1678,345.458,0.501,0.053,0.026,346.011
237,0.2,med_threshold,clean,16053,481590,481590,0.1678,345.458,0.077,0.008,0.004,345.543
237,0.2,med_threshold,noisy,91677,2750310,2750310,0.1678,345.458,0.439,0.046,0.023,345.942
238,0.2,med_threshold,clean,16376,491280,491280,0.1678,345.458,0.078,0.008,0.004,345.544
238,0.2,med_threshold,noisy,92165,2764950,2764950,0.1678,345.458,0.441,0.046,0.023,345.945
239,0.2,med_threshold,clean,16997,509910,509910,0.1678,345.458,0.081,0.009,0.004,345.548
239,0.2,med_threshold,noisy,92580,2777400,2777400,0.1678,345.458,0.443,0.047,0.023,345.947
240,0.2,med_threshold,clean,29416,882480,882480,0.1678,345.458,0.141,0.015,0.007,345.613
