frame_idx,theta,threshold_name,mode,fired_pixels,event_rate,event_rate_eff,e_per_event_nJ,power_static_mW,power_dyn_valid_mW,power_dyn_fp_mW,power_dyn_fn_mW,power_total_mW
216,0.4,high_threshold,noisy,80788,2423640,2423640,0.1678,345.458,0.386,0.041,0.02,345.885
217,0.4,high_threshold,clean,5049,151470,151470,0.1678,345.458,0.024,0.003,0.001,345.484
217,0.4,high_threshold,noisy,80077,2402310,2402310,0.1678,345.458,0.383,0.04,0.02,345.881
218,0.4,high_threshold,clean,13658,409740,409740,0.1678,345.458,0.065,0.007,0.003,345.53
218,0.4,high_threshold,noisy,89088,2672640,2672640,0.1678,345.458,0.426,0.045,0.022,345.929
219,0.4,high_threshold,clean,5154,154620,154620,0.1678,345.458,0.025,0.003,0.001,345.485
219,0.4,high_threshold,noisy,80801,2424030,2424030,0.1678,345.458,0.386,0.041,0.02,345.885
220,0.4,high_threshold,clean,5091,152730,152730,0.1678,345.458,0.024,0.003,0.001,345.485
220,0.4,high_threshold,noisy,80700,2421000,2421000,0.1678,345.458,0.386,0.041,0.02,345.884
221,0.4,high_threshold,clean,8479,254370,254370,0.1678,345.458,0.041,0.004,0.002,345.503
221,0.4,high_threshold,noisy,83991,2519730,2519730,0.1678,345.458,0.402,0.042,0.021,345.902
222,0.4,high_threshold,clean,4711,141330,141330,0.1678,345.458,0.023,0.002,0.001,345.483
222,0.4,high_threshold,noisy,80100,2403000,2403000,0.1678,345.458,0.383,0.04,0.02,345.881
223,0.4,high_threshold,clean,4004,120120,120120,0.1678,345.458,0.019,0.002,0.001,345.479
223,0.4,high_threshold,noisy,79360,2380800,2380800,0.1678,345.458,0.38,0.04,0.02,345.877
224,0.4,high_threshold,clean,4213,126390,126390,0.1678,345.458,0.02,0.002,0.001,345.48
224,0.4,high_threshold,noisy,79807,2394210,2394210,0.1678,345.458,0.382,0.04,0.02,345.88
225,0.4,high_threshold,clean,9279,278370,278370,0.1678,345.458,0.044,0.005,0.002,345.507
225,0.4,high_threshold,noisy,84912,2547360,2547360,0.1678,345.458,0.406,0.043,0.021,345.907
226,0.4,high_threshold,clean,6042,181260,181260,0.1678,345.458,0.029,0.003,0.002,345.49
226,0.4,high_threshold,noisy,81724,2451720,2451720,0.1678,345.458,0.391,0.041,0.021,345.89
227,0.4,high_threshold,clean,4770,143100,143100,0.1678,345.458,0.023,0.002,0.001,345.483
227,0.4,high_threshold,noisy,80195,2405850,2405850,0.1678,345.458,0.384,0.04,0.02,345.882
228,0.4,high_threshold,clean,5503,165090,165090,0.1678,345.458,0.026,0.003,0.001,345.487
228,0.4,high_threshold,noisy,81259,2437770,2437770,0.1678,345.458,0.389,0.041,0.02,345.887
229,0.4,high_threshold,clean,9186,275580,275580,0.1678,345.458,0.044,0.005,0.002,345.506
229,0.4,high_threshold,noisy,84786,2543580,2543580,0.1678,345.458,0.406,0.043,0.021,345.906
230,0.4,high_threshold,clean,4296,128880,128880,0.1678,345.458,0.021,0.002,0.001,345.48
230,0.4,high_threshold,noisy,79458,2383740,2383740,0.1678,345.458,0.38,0.04,0.02,345.878
231,0.4,high_threshold,clean,4676,140280,140280,0.1678,345.458,0.022,0.002,0.001,345.482
231,0.4,high_threshold,noisy,79924,2397720,2397720,0.1678,345.458,0.382,0.04,0.02,345.88
232,0.4,high_threshold,clean,4498,134940,134940,0.1678,345.458,0.022,0.002,0.001,345.481
232,0.4,high_threshold,noisy,80039,2401170,2401170,0.1678,345.458,0.383,0.04,0.02,345.881
233,0.4,high_threshold,clean,8075,242250,242250,0.1678,345.458,0.039,0.004,0.002,345.5
233,0.4,high_threshold,noisy,83630,2508900,2508900,0.1678,345.458,0.4,0.042,0.021,345.9
234,0.4,high_threshold,clean,3883,116490,116490,0.1678,345.458,0.019,0.002,0.001,345.478
234,0.4,high_threshold,noisy,79459,2383770,2383770,0.1678,345.458,0.38,0.04,0.02,345.878
235,0.4,high_threshold,clean,4343,130290,130290,0.1678,345.458,0.021,0.002,0.001,345.481
235,0.4,high_threshold,noisy,80403,2412090,2412090,0.1678,345.458,0.385,0.04,0.02,345.883
236,0.4,high_threshold,clean,12808,384240,384240,0.1678,345.458,0.061,0.006,0.003,345.525
236,0.4,high_threshold,noisy,87894,2636820,2636820,0.1678,345.458,0.42,0.044,0.022,345.922
237,0.4,high_threshold,clean,4736,142080,142080,0.1678,345.458,0.023,0.002,0.001,345.483
237,0.4,high_threshold,noisy,80749,2422470,2422470,0.1678,345.458,0.386,0.041,0.02,345.885
238,0.4,high_threshold,clean,4462,133860,133860,0.1678,345.458,0.021,0.002,0.001,345.481
238,0.4,high_threshold,noisy,80711,2421330,2421330,0.1678,345.458,0.386,0.041,0.02,345.884
239,0.4,high_threshold,clean,4763,142890,142890,0.1678,345.458,0.023,0.002,0.001,345.483
239,0.4,high_threshold,noisy,80709,2421270,2421270,0.1678,345.458,0.386,0.041,0.02,345.884
240,0.4,high_threshold,clean,10963,328890,328890,0.1678,345.458,0.052,0.006,0.003,345.516
240,0.4,high_threshold,noisy,86039,2581170,2581170,0.1678,345.458,0.412,0.043,0.022,345.913
241,0.4,high_threshold,clean,4731,141930,141930,0.1678,345.458,0.023,0.002,0.001,345.483
241,0.4,high_threshold,noisy,80164,2404920,2404920,0.1678,345.458,0.383,0.04,0.02,345.881
242,0.4,high_threshold,clean,5441,163230,163230,0.1678,345.458,0.026,0.003,0.001,345.486
242,0.4,high_threshold,noisy,80945,2428350,2428350,0.1678,345.458,0.387,0.041,0.02,345.886
243,0.4,high_threshold,clean,14402,432060,432060,0.1678,345.458,0.069,0.007,0.004,345.534
243,0.4,high_threshold,noisy,89931,2697930,2697930,0.1678,345.458,0.43,0.045,0.023,345.933
244,0.4,high_threshold,clean,5534,166020,166020,0.1678,345.458,0.026,0.003,0.001,345.487
244,0.4,high_threshold,noisy,81251,2437530,2437530,0.1678,345.458,0.389,0.041,0.02,345.887
245,0.4,high_threshold,clean,5742,172260,172260,0.1678,345.458,0.027,0.003,0.001,345.488
245,0.4,high_threshold,noisy,81067,2432010,2432010,0.1678,345.458,0.388,0.041,0.02,345.886
246,0.4,high_threshold,clean,5908,177240,177240,0.1678,345.458,0.028,0.003,0.001,345.489
246,0.4,high_threshold,noisy,81298,2438940,2438940,0.1678,345.458,0.389,0.041,0.02,345.887
247,0.4,high_threshold,clean,13884,416520,416520,0.1678,345.458,0.066,0.007,0.003,345.531
247,0.4,high_threshold,noisy,89308,2679240,2679240,0.1678,345.458,0.427,0.045,0.022,345.93
248,0.4,high_threshold,clean,6288,188640,188640,0.1678,345.458,0.03,0.003,0.002,345.491
248,0.4,high_threshold,noisy,81882,2456460,2456460,0.1678,345.458,0.392,0.041,0.021,345.891
249,0.4,high_threshold,clean,5960,178800,178800,0.1678,345.458,0.029,0.003,0.002,345.489
249,0.4,high_threshold,noisy,81126,2433780,2433780,0.1678,345.458,0.388,0.041,0.02,345.887
250,0.4,high_threshold,clean,14312,429360,429360,0.1678,345.458,0.068,0.007,0.004,345.533
250,0.4,high_threshold,noisy,89706,2691180,2691180,0.1678,345.458,0.429,0.045,0.023,345.932
251,0.4,high_threshold,clean,6076,182280,182280,0.1678,345.458,0.029,0.003,0.002,345.49
251,0.4,high_threshold,noisy,81696,2450880,2450880,0.1678,345.458,0.391,0.041,0.021,345.89
252,0.4,high_threshold,clean,6209,186270,186270,0.1678,345.458,0.03,0.003,0.002,345.491
252,0.4,high_threshold,noisy,82024,2460720,2460720,0.1678,345.458,0.392,0.041,0.021,345.891
253,0.4,high_threshold,clean,6494,194820,194820,0.1678,345.458,0.031,0.003,0.002,345.492
253,0.4,high_threshold,noisy,82367,2471010,2471010,0.1678,345.458,0.394,0.041,0.021,345.893
254,0.4,high_threshold,clean,15715,471450,471450,0.1678,345.458,0.075,0.008,0.004,345.541
254,0.4,high_threshold,noisy,90746,2722380,2722380,0.1678,345.458,0.434,0.046,0.023,345.937
255,0.4,high_threshold,clean,7073,212190,212190,0.1678,345.458,0.034,0.004,0.002,345.495
255,0.4,high_threshold,noisy,82774,2483220,2483220,0.1678,345.458,0.396,0.042,0.021,345.895
256,0.4,high_threshold,clean,7350,220500,220500,0.1678,345.458,0.035,0.004,0.002,345.497
256,0.4,high_threshold,noisy,83089,2492670,2492670,0.1678,345.458,0.397,0.042,0.021,345.897
257,0.4,high_threshold,clean,14000,420000,420000,0.1678,345.458,0.067,0.007,0.004,345.532
257,0.4,high_threshold,noisy,89589,2687670,2687670,0.1678,345.458,0.429,0.045,0.023,345.931
258,0.4,high_threshold,clean,6387,191610,191610,0.1678,345.458,0.031,0.003,0.002,345.491
258,0.4,high_threshold,noisy,82384,2471520,2471520,0.1678,345.458,0.394,0.041,0.021,345.893
259,0.4,high_threshold,clean,6838,205140,205140,0.1678,345.458,0.033,0.003,0.002,345.494
259,0.4,high_threshold,noisy,82617,2478510,2478510,0.1678,345.458,0.395,0.042,0.021,345.894
260,0.4,high_threshold,clean,6544,196320,196320,0.1678,345.458,0.031,0.003,0.002,345.492
260,0.4,high_threshold,noisy,82198,2465940,2465940,0.1678,345.458,0.393,0.041,0.021,345.892
261,0.4,high_threshold,clean,9513,285390,285390,0.1678,345.458,0.046,0.005,0.002,345.508
261,0.4,high_threshold,noisy,85026,2550780,2550780,0.1678,345.458,0.407,0.043,0.021,345.907
262,0.4,high_threshold,clean,6438,193140,193140,0.1678,345.458,0.031,0.003,0.002,345.492
262,0.4,high_threshold,noisy,81566,2446980,2446980,0.1678,345.458,0.39,0.041,0.021,345.889
263,0.4,high_threshold,clean,6476,194280,194280,0.1678,345.458,0.031,0.003,0.002,345.492
263,0.4,high_threshold,noisy,82115,2463450,2463450,0.1678,345.458,0.393,0.041,0.021,345.892
264,0.4,high_threshold,clean,6933,207990,207990,0.1678,345.458,0.033,0.003,0.002,345.494
264,0.4,high_threshold,noisy,82726,2481780,2481780,0.1678,345.458,0.396,0.042,0.021,345.895
265,0.4,high_threshold,clean,7191,215730,215730,0.1678,345.458,0.034,0.004,0.002,345.496
265,0.4,high_threshold,noisy,83313,2499390,2499390,0.1678,345.458,0.399,0.042,0.021,345.898
266,0.4,high_threshold,clean,6570,197100,197100,0.1678,345.458,0.031,0.003,0.002,345.492
266,0.4,high_threshold,noisy,82476,2474280,2474280,0.1678,345.458,0.395,0.042,0.021,345.894
267,0.4,high_threshold,clean,7080,212400,212400,0.1678,345.458,0.034,0.004,0.002,345.495
267,0.4,high_threshold,noisy,81980,2459400,2459400,0.1678,345.458,0.392,0.041,0.021,345.891
268,0.4,high_threshold,clean,7746,232380,232380,0.1678,345.458,0.037,0.004,0.002,345.499
268,0.4,high_threshold,noisy,83359,2500770,2500770,0.1678,345.458,0.399,0.042,0.021,345.898
269,0.4,high_threshold,clean,6565,196950,196950,0.1678,345.458,0.031,0.003,0.002,345.492
269,0.4,high_threshold,noisy,81813,2454390,2454390,0.1678,345.458,0.391,0.041,0.021,345.89
270,0.4,high_threshold,clean,6869,206070,206070,0.1678,345.458,0.033,0.003,0.002,345.494
270,0.4,high_threshold,noisy,82327,2469810,2469810,0.1678,345.458,0.394,0.041,0.021,345.893
271,0.4,high_threshold,clean,6407,192210,192210,0.1678,345.458,0.031,0.003,0.002,345.492
271,0.4,high_threshold,noisy,81998,2459940,2459940,0.1678,345.458,0.392,0.041,0.021,345.891
272,0.4,high_threshold,clean,6790,203700,203700,0.1678,345.458,0.032,0.003,0.002,345.494
272,0.4,high_threshold,noisy,82082,2462460,2462460,0.1678,345.458,0.393,0.041,0.021,345.892
273,0.4,high_threshold,clean,6220,186600,186600,0.1678,345.458,0.03,0.003,0.002,345.491
273,0.4,high_threshold,noisy,81739,2452170,2452170,0.1678,345.458,0.391,0.041,0.021,345.89
274,0.4,high_threshold,clean,6218,186540,186540,0.1678,345.458,0.03,0.003,0.002,345.491
274,0.4,high_threshold,noisy,81862,2455860,2455860,0.1678,345.458,0.392,0.041,0.021,345.89
275,0.4,high_threshold,clean,6499,194970,194970,0.1678,345.458,0.031,0.003,0.002,345.492
275,0.4,high_threshold,noisy,81889,2456670,2456670,0.1678,345.458,0.392,0.041,0.021,345.891
276,0.4,high_threshold,clean,6741,202230,202230,0.1678,345.458,0.032,0.003,0.002,345.493
276,0.4,high_threshold,noisy,82639,2479170,2479170,0.1678,345.458,0.395,0.042,0.021,345.895
277,0.4,high_threshold,clean,6502,195060,195060,0.1678,345.458,0.031,0.003,0.002,345.492
277,0.4,high_threshold,noisy,82251,2467530,2467530,0.1678,345.458,0.393,0.041,0.021,345.893
278,0.4,high_threshold,clean,7104,213120,213120,0.1678,345.458,0.034,0.004,0.002,345.495
278,0.4,high_threshold,noisy,82353,2470590,2470590,0.1678,345.458,0.394,0.041,0.021,345.893
279,0.4,high_threshold,clean,7176,215280,215280,0.1678,345.458,0.034,0.004,0.002,345.496
279,0.4,high_threshold,noisy,82997,2489910,2489910,0.1678,345.458,0.397,0.042,0.021,345.896
280,0.4,high_threshold,clean,6083,182490,182490,0.1678,345.458,0.029,0.003,0.002,345.49
280,0.4,high_threshold,noisy,81746,2452380,2452380,0.1678,345.458,0.391,0.041,0.021,345.89
281,0.4,high_threshold,clean,6631,198930,198930,0.1678,345.458,0.032,0.003,0.002,345.493
281,0.4,high_threshold,noisy,82173,2465190,2465190,0.1678,345.458,0.393,0.041,0.021,345.892
282,0.4,high_threshold,clean,6532,195960,195960,0.1678,345.458,0.031,0.003,0.002,345.492
282,0.4,high_threshold,noisy,82292,2468760,2468760,0.1678,345.458,0.394,0.041,0.021,345.893
283,0.4,high_threshold,clean,6182,185460,185460,0.1678,345.458,0.03,0.003,0.002,345.49
283,0.4,high_threshold,noisy,81954,2458620,2458620,0.1678,345.458,0.392,0.041,0.021,345.891
284,0.4,high_threshold,clean,5807,174210,174210,0.1678,345.458,0.028,0.003,0.001,345.488
284,0.4,high_threshold,noisy,81673,2450190,2450190,0.1678,345.458,0.391,0.041,0.021,345.889
285,0.4,high_threshold,clean,6123,183690,183690,0.1678,345.458,0.029,0.003,0.002,345.49
285,0.4,high_threshold,noisy,81515,2445450,2445450,0.1678,345.458,0.39,0.041,0.021,345.889
286,0.4,high_threshold,clean,7179,215370,215370,0.1678,345.458,0.034,0.004,0.002,345.496
286,0.4,high_threshold,noisy,82415,2472450,2472450,0.1678,345.458,0.394,0.041,0.021,345.893
287,0.4,high_threshold,clean,6527,195810,195810,0.1678,345.458,0.031,0.003,0.002,345.492
287,0.4,high_threshold,noisy,82551,2476530,2476530,0.1678,345.458,0.395,0.042,0.021,345.894
288,0.4,high_threshold,clean,6550,196500,196500,0.1678,345.458,0.031,0.003,0.002,345.492
288,0.4,high_threshold,noisy,81916,2457480,2457480,0.1678,345.458,0.392,0.041,0.021,345.891
289,0.4,high_threshold,clean,7388,221640,221640,0.1678,345.458,0.035,0.004,0.002,345.497
289,0.4,high_threshold,noisy,82375,2471250,2471250,0.1678,345.458,0.394,0.041,0.021,345.893
290,0.4,high_threshold,clean,7277,218310,218310,0.1678,345.458,0.035,0.004,0.002,345.496
290,0.4,high_threshold,noisy,82609,2478270,2478270,0.1678,345.458,0.395,0.042,0.021,345.894
291,0.4,high_threshold,clean,7024,210720,210720,0.1678,345.458,0.034,0.004,0.002,345.495
291,0.4,high_threshold,noisy,82492,2474760,2474760,0.1678,345.458,0.395,0.042,0.021,345.894
292,0.4,high_threshold,clean,6853,205590,205590,0.1678,345.458,0.033,0.003,0.002,345.494
292,0.4,high_threshold,noisy,81977,2459310,2459310,0.1678,345.458,0.392,0.041,0.021,345.891
293,0.4,high_threshold,clean,7487,224610,224610,0.1678,345.458,0.036,0.004,0.002,345.497
293,0.4,high_threshold,noisy,83447,2503410,2503410,0.1678,345.458,0.399,0.042,0.021,345.899
294,0.4,high_threshold,clean,6188,185640,185640,0.1678,345.458,0.03,0.003,0.002,345.49
294,0.4,high_threshold,noisy,81763,2452890,2452890,0.1678,345.458,0.391,0.041,0.021,345.89
295,0.4,high_threshold,clean,6062,181860,181860,0.1678,345.458,0.029,0.003,0.002,345.49
295,0.4,high_threshold,noisy,81885,2456550,2456550,0.1678,345.458,0.392,0.041,0.021,345.891
296,0.4,high_threshold,clean,6417,192510,192510,0.1678,345.458,0.031,0.003,0.002,345.492
296,0.4,high_threshold,noisy,81831,2454930,2454930,0.1678,345.458,0.391,0.041,0.021,345.89
297,0.4,high_threshold,clean,6916,207480,207480,0.1678,345.458,0.033,0.003,0.002,345.494
297,0.4,high_threshold,noisy,82648,2479440,2479440,0.1678,345.458,0.395,0.042,0.021,345.895
298,0.4,high_threshold,clean,6769,203070,203070,0.1678,345.458,0.032,0.003,0.002,345.493
298,0.4,high_threshold,noisy,82333,2469990,2469990,0.1678,345.458,0.394,0.041,0.021,345.893
299,0.4,high_threshold,clean,6701,201030,201030,0.1678,345.458,0.032,0.003,0.002,345.493
299,0.4,high_threshold,noisy,82180,2465400,2465400,0.1678,345.458,0.393,0.041,0.021,345.892
